geo,geo.type,geo.description,download.date,date,mdri,mdri.seas.adj
US-AZ-753,City,Phoenix,2019-12-15,2006-05-01,24,23.7051381773779
US-AZ-753,City,Phoenix,2019-12-15,2006-06-01,24,23.6875899610172
US-AZ-753,City,Phoenix,2019-12-15,2006-07-01,26,25.3791214504533
US-AZ-753,City,Phoenix,2019-12-15,2006-08-01,28,25.1334844943375
US-AZ-753,City,Phoenix,2019-12-15,2006-09-01,23,23.711437172561
US-AZ-753,City,Phoenix,2019-12-15,2006-10-01,20,20.9425970073647
US-AZ-753,City,Phoenix,2019-12-15,2006-11-01,27,31.4601100568274
US-AZ-753,City,Phoenix,2019-12-15,2006-12-01,22,26.5173447675173
US-AZ-753,City,Phoenix,2019-12-15,2007-01-01,26,25.0967456529731
US-AZ-753,City,Phoenix,2019-12-15,2007-02-01,28,26.9608680397319
US-AZ-753,City,Phoenix,2019-12-15,2007-03-01,39,36.6841926649224
US-AZ-753,City,Phoenix,2019-12-15,2007-04-01,39,35.7259343889614
US-AZ-753,City,Phoenix,2019-12-15,2007-05-01,35,34.95596241925
US-AZ-753,City,Phoenix,2019-12-15,2007-06-01,37,36.4374476269805
US-AZ-753,City,Phoenix,2019-12-15,2007-07-01,35,34.0068051903777
US-AZ-753,City,Phoenix,2019-12-15,2007-08-01,45,40.6939711933252
US-AZ-753,City,Phoenix,2019-12-15,2007-09-01,43,44.4812441318565
US-AZ-753,City,Phoenix,2019-12-15,2007-10-01,40,41.8952286556093
US-AZ-753,City,Phoenix,2019-12-15,2007-11-01,50,58.1182633628869
US-AZ-753,City,Phoenix,2019-12-15,2007-12-01,44,53.0421446046714
US-AZ-753,City,Phoenix,2019-12-15,2008-01-01,59,56.7760794104153
US-AZ-753,City,Phoenix,2019-12-15,2008-02-01,63,60.1502327740208
US-AZ-753,City,Phoenix,2019-12-15,2008-03-01,72,67.20278540599
US-AZ-753,City,Phoenix,2019-12-15,2008-04-01,71,65.5108862990157
US-AZ-753,City,Phoenix,2019-12-15,2008-05-01,63,63.6449086420938
US-AZ-753,City,Phoenix,2019-12-15,2008-06-01,67,65.8011001677456
US-AZ-753,City,Phoenix,2019-12-15,2008-07-01,75,72.3930899548208
US-AZ-753,City,Phoenix,2019-12-15,2008-08-01,72,65.522150912748
US-AZ-753,City,Phoenix,2019-12-15,2008-09-01,73,75.7710318072073
US-AZ-753,City,Phoenix,2019-12-15,2008-10-01,73,76.2194640486128
US-AZ-753,City,Phoenix,2019-12-15,2008-11-01,60,69.8552314193488
US-AZ-753,City,Phoenix,2019-12-15,2008-12-01,57,68.6866003572048
US-AZ-753,City,Phoenix,2019-12-15,2009-01-01,79,75.7586427165056
US-AZ-753,City,Phoenix,2019-12-15,2009-02-01,92,87.1783777783155
US-AZ-753,City,Phoenix,2019-12-15,2009-03-01,100,93.0553500241852
US-AZ-753,City,Phoenix,2019-12-15,2009-04-01,84,78.1635723630046
US-AZ-753,City,Phoenix,2019-12-15,2009-05-01,75,76.586424671888
US-AZ-753,City,Phoenix,2019-12-15,2009-06-01,71,69.4355789644056
US-AZ-753,City,Phoenix,2019-12-15,2009-07-01,78,74.7464555382994
US-AZ-753,City,Phoenix,2019-12-15,2009-08-01,85,77.7385938160125
US-AZ-753,City,Phoenix,2019-12-15,2009-09-01,63,65.6075322848227
US-AZ-753,City,Phoenix,2019-12-15,2009-10-01,58,60.2514665861144
US-AZ-753,City,Phoenix,2019-12-15,2009-11-01,56,65.2588716377122
US-AZ-753,City,Phoenix,2019-12-15,2009-12-01,55,66.1082183061578
US-AZ-753,City,Phoenix,2019-12-15,2010-01-01,65,62.0984730556391
US-AZ-753,City,Phoenix,2019-12-15,2010-02-01,62,58.449383407018
US-AZ-753,City,Phoenix,2019-12-15,2010-03-01,68,63.4249866789331
US-AZ-753,City,Phoenix,2019-12-15,2010-04-01,56,52.5677359558806
US-AZ-753,City,Phoenix,2019-12-15,2010-05-01,51,52.6218380354092
US-AZ-753,City,Phoenix,2019-12-15,2010-06-01,54,52.4891737099347
US-AZ-753,City,Phoenix,2019-12-15,2010-07-01,63,60.0335545195028
US-AZ-753,City,Phoenix,2019-12-15,2010-08-01,56,51.4799330399908
US-AZ-753,City,Phoenix,2019-12-15,2010-09-01,58,60.583323315552
US-AZ-753,City,Phoenix,2019-12-15,2010-10-01,80,82.7828021522085
US-AZ-753,City,Phoenix,2019-12-15,2010-11-01,42,48.8887076301905
US-AZ-753,City,Phoenix,2019-12-15,2010-12-01,47,56.3511111761264
US-AZ-753,City,Phoenix,2019-12-15,2011-01-01,57,54.2479912527744
US-AZ-753,City,Phoenix,2019-12-15,2011-02-01,49,45.9191212063583
US-AZ-753,City,Phoenix,2019-12-15,2011-03-01,44,41.1698580380355
US-AZ-753,City,Phoenix,2019-12-15,2011-04-01,48,45.3397076038225
US-AZ-753,City,Phoenix,2019-12-15,2011-05-01,35,36.3485742595246
US-AZ-753,City,Phoenix,2019-12-15,2011-06-01,44,42.4030704097562
US-AZ-753,City,Phoenix,2019-12-15,2011-07-01,42,39.8352878601149
US-AZ-753,City,Phoenix,2019-12-15,2011-08-01,42,38.7861353089606
US-AZ-753,City,Phoenix,2019-12-15,2011-09-01,39,40.970853059992
US-AZ-753,City,Phoenix,2019-12-15,2011-10-01,35,36.3506379746761
US-AZ-753,City,Phoenix,2019-12-15,2011-11-01,35,40.7111355635327
US-AZ-753,City,Phoenix,2019-12-15,2011-12-01,31,37.1770791435079
US-AZ-753,City,Phoenix,2019-12-15,2012-01-01,39,37.0589952340956
US-AZ-753,City,Phoenix,2019-12-15,2012-02-01,37,34.4280110643763
US-AZ-753,City,Phoenix,2019-12-15,2012-03-01,30,28.0691652069968
US-AZ-753,City,Phoenix,2019-12-15,2012-04-01,30,28.4597403160317
US-AZ-753,City,Phoenix,2019-12-15,2012-05-01,25,25.9886768948565
US-AZ-753,City,Phoenix,2019-12-15,2012-06-01,28,26.7141835883137
US-AZ-753,City,Phoenix,2019-12-15,2012-07-01,28,26.424738021315
US-AZ-753,City,Phoenix,2019-12-15,2012-08-01,27,25.0126484211128
US-AZ-753,City,Phoenix,2019-12-15,2012-09-01,20,21.145938437207
US-AZ-753,City,Phoenix,2019-12-15,2012-10-01,21,21.9544528990704
US-AZ-753,City,Phoenix,2019-12-15,2012-11-01,18,20.9495827261173
US-AZ-753,City,Phoenix,2019-12-15,2012-12-01,17,20.4347755149028
US-AZ-753,City,Phoenix,2019-12-15,2013-01-01,24,22.8549805435862
US-AZ-753,City,Phoenix,2019-12-15,2013-02-01,26,24.0794461906512
US-AZ-753,City,Phoenix,2019-12-15,2013-03-01,21,19.5871406692107
US-AZ-753,City,Phoenix,2019-12-15,2013-04-01,27,25.7611639531334
US-AZ-753,City,Phoenix,2019-12-15,2013-05-01,21,21.7999062700767
US-AZ-753,City,Phoenix,2019-12-15,2013-06-01,20,18.882749152048
US-AZ-753,City,Phoenix,2019-12-15,2013-07-01,21,19.7303146184527
US-AZ-753,City,Phoenix,2019-12-15,2013-08-01,17,15.7745749737007
US-AZ-753,City,Phoenix,2019-12-15,2013-09-01,14,14.8448971504127
US-AZ-753,City,Phoenix,2019-12-15,2013-10-01,14,14.6880636897732
US-AZ-753,City,Phoenix,2019-12-15,2013-11-01,15,17.463361185894
US-AZ-753,City,Phoenix,2019-12-15,2013-12-01,12,14.431092161898
US-AZ-753,City,Phoenix,2019-12-15,2014-01-01,15,14.3386896692626
US-AZ-753,City,Phoenix,2019-12-15,2014-02-01,16,14.8039768553789
US-AZ-753,City,Phoenix,2019-12-15,2014-03-01,16,14.8756546154705
US-AZ-753,City,Phoenix,2019-12-15,2014-04-01,11,10.5918014717238
US-AZ-753,City,Phoenix,2019-12-15,2014-05-01,13,13.5142715921432
US-AZ-753,City,Phoenix,2019-12-15,2014-06-01,14,13.0920980885611
US-AZ-753,City,Phoenix,2019-12-15,2014-07-01,13,12.179934813465
US-AZ-753,City,Phoenix,2019-12-15,2014-08-01,14,12.9936786061487
US-AZ-753,City,Phoenix,2019-12-15,2014-09-01,10,10.582728794673
US-AZ-753,City,Phoenix,2019-12-15,2014-10-01,12,12.609047066316
US-AZ-753,City,Phoenix,2019-12-15,2014-11-01,11,12.8357661303799
US-AZ-753,City,Phoenix,2019-12-15,2014-12-01,10,12.0171935386302
US-AZ-753,City,Phoenix,2019-12-15,2015-01-01,10,9.58180271999424
US-AZ-753,City,Phoenix,2019-12-15,2015-02-01,12,11.1110266743467
US-AZ-753,City,Phoenix,2019-12-15,2015-03-01,13,12.0613847132905
US-AZ-753,City,Phoenix,2019-12-15,2015-04-01,12,11.6339505150365
US-AZ-753,City,Phoenix,2019-12-15,2015-05-01,11,11.4660009422926
US-AZ-753,City,Phoenix,2019-12-15,2015-06-01,13,12.0521790075649
US-AZ-753,City,Phoenix,2019-12-15,2015-07-01,13,12.158112551399
US-AZ-753,City,Phoenix,2019-12-15,2015-08-01,13,12.0805692456132
US-AZ-753,City,Phoenix,2019-12-15,2015-09-01,10,10.5254565385003
US-AZ-753,City,Phoenix,2019-12-15,2015-10-01,10,10.5281519463605
US-AZ-753,City,Phoenix,2019-12-15,2015-11-01,7,8.19254126864159
US-AZ-753,City,Phoenix,2019-12-15,2015-12-01,9,10.8129216217093
US-AZ-753,City,Phoenix,2019-12-15,2016-01-01,11,10.5266605729494
US-AZ-753,City,Phoenix,2019-12-15,2016-02-01,10,9.25346226524949
US-AZ-753,City,Phoenix,2019-12-15,2016-03-01,13,12.0760234106631
US-AZ-753,City,Phoenix,2019-12-15,2016-04-01,10,9.74697988592502
US-AZ-753,City,Phoenix,2019-12-15,2016-05-01,9,9.4131064578651
US-AZ-753,City,Phoenix,2019-12-15,2016-06-01,12,11.0655179830356
US-AZ-753,City,Phoenix,2019-12-15,2016-07-01,10,9.35427610986319
US-AZ-753,City,Phoenix,2019-12-15,2016-08-01,8,7.45052570268434
US-AZ-753,City,Phoenix,2019-12-15,2016-09-01,8,8.35667720925601
US-AZ-753,City,Phoenix,2019-12-15,2016-10-01,8,8.43327572343372
US-AZ-753,City,Phoenix,2019-12-15,2016-11-01,8,9.35347461929295
US-AZ-753,City,Phoenix,2019-12-15,2016-12-01,8,9.62133469716402
US-AZ-753,City,Phoenix,2019-12-15,2017-01-01,10,9.55303848860789
US-AZ-753,City,Phoenix,2019-12-15,2017-02-01,10,9.23831330148792
US-AZ-753,City,Phoenix,2019-12-15,2017-03-01,8,7.46455735667128
US-AZ-753,City,Phoenix,2019-12-15,2017-04-01,8,7.83944155856635
US-AZ-753,City,Phoenix,2019-12-15,2017-05-01,7,7.33849441528925
US-AZ-753,City,Phoenix,2019-12-15,2017-06-01,9,8.28383454436533
US-AZ-753,City,Phoenix,2019-12-15,2017-07-01,9,8.42623108841729
US-AZ-753,City,Phoenix,2019-12-15,2017-08-01,9,8.37109170553106
US-AZ-753,City,Phoenix,2019-12-15,2017-09-01,9,9.31902163730101
US-AZ-753,City,Phoenix,2019-12-15,2017-10-01,8,8.43590149246575
US-AZ-753,City,Phoenix,2019-12-15,2017-11-01,7,8.17042923957527
US-AZ-753,City,Phoenix,2019-12-15,2017-12-01,6,7.236007955362
US-AZ-753,City,Phoenix,2019-12-15,2018-01-01,9,8.60915328798341
US-AZ-753,City,Phoenix,2019-12-15,2018-02-01,9,8.30809743215898
US-AZ-753,City,Phoenix,2019-12-15,2018-03-01,9,8.42963768784147
US-AZ-753,City,Phoenix,2019-12-15,2018-04-01,8,7.86378607315968
US-AZ-753,City,Phoenix,2019-12-15,2018-05-01,8,8.38217336644996
US-AZ-753,City,Phoenix,2019-12-15,2018-06-01,10,9.20544183641615
US-AZ-753,City,Phoenix,2019-12-15,2018-07-01,8,7.49390350705345
US-AZ-753,City,Phoenix,2019-12-15,2018-08-01,9,8.35232317568766
US-AZ-753,City,Phoenix,2019-12-15,2018-09-01,8,8.22752604887267
US-AZ-753,City,Phoenix,2019-12-15,2018-10-01,8,8.44110169837404
US-AZ-753,City,Phoenix,2019-12-15,2018-11-01,8,9.33276178460159
US-AZ-753,City,Phoenix,2019-12-15,2018-12-01,7,8.45128600673134
US-AZ-753,City,Phoenix,2019-12-15,2019-01-01,8,7.66876393523021
US-AZ-753,City,Phoenix,2019-12-15,2019-02-01,9,8.30969742870382
US-AZ-753,City,Phoenix,2019-12-15,2019-03-01,8,7.51201506750285
US-AZ-753,City,Phoenix,2019-12-15,2019-04-01,8,7.87640016257975
US-AZ-753,City,Phoenix,2019-12-15,2019-05-01,8,8.37487742513769
US-AZ-753,City,Phoenix,2019-12-15,2019-06-01,8,7.3742919034003
US-AZ-753,City,Phoenix,2019-12-15,2019-07-01,9,8.42364600688079
US-AZ-753,City,Phoenix,2019-12-15,2019-08-01,9,8.33612012535194
US-AZ-753,City,Phoenix,2019-12-15,2019-09-01,9,9.21239519120594
US-AZ-753,City,Phoenix,2019-12-15,2019-10-01,7,7.39188239449471
US-AZ-753,City,Phoenix,2019-12-15,2019-11-01,6,7.0076476075733
US-AZ,State,AZ,2019-12-15,2004-02-01,25,24.5151390975837
US-AZ,State,AZ,2019-12-15,2004-03-01,23,23.1858334640844
US-AZ,State,AZ,2019-12-15,2004-04-01,26,24.9859534287326
US-AZ,State,AZ,2019-12-15,2004-05-01,24,23.4460457330976
US-AZ,State,AZ,2019-12-15,2004-06-01,27,27.0652150002053
US-AZ,State,AZ,2019-12-15,2004-07-01,35,31.404306472794
US-AZ,State,AZ,2019-12-15,2004-08-01,24,22.880930968838
US-AZ,State,AZ,2019-12-15,2004-09-01,24,23.1863826040716
US-AZ,State,AZ,2019-12-15,2004-10-01,19,23.6174343426229
US-AZ,State,AZ,2019-12-15,2004-11-01,26,27.0588902453526
US-AZ,State,AZ,2019-12-15,2004-12-01,25,28.6512735049563
US-AZ,State,AZ,2019-12-15,2005-01-01,32,28.5069455464551
US-AZ,State,AZ,2019-12-15,2005-02-01,24,24.7223157640053
US-AZ,State,AZ,2019-12-15,2005-03-01,22,21.1068344791092
US-AZ,State,AZ,2019-12-15,2005-04-01,23,22.8375767234845
US-AZ,State,AZ,2019-12-15,2005-05-01,38,36.7353418773205
US-AZ,State,AZ,2019-12-15,2005-06-01,30,29.433517164192
US-AZ,State,AZ,2019-12-15,2005-07-01,22,21.1375268027711
US-AZ,State,AZ,2019-12-15,2005-08-01,34,29.8271308195061
US-AZ,State,AZ,2019-12-15,2005-09-01,16,16.7633930824497
US-AZ,State,AZ,2019-12-15,2005-10-01,26,29.5588314206466
US-AZ,State,AZ,2019-12-15,2005-11-01,16,18.1763713024104
US-AZ,State,AZ,2019-12-15,2005-12-01,21,22.2612047038962
US-AZ,State,AZ,2019-12-15,2006-01-01,20,19.4080174413501
US-AZ,State,AZ,2019-12-15,2006-02-01,19,18.0748762922348
US-AZ,State,AZ,2019-12-15,2006-03-01,20,20.3862291574455
US-AZ,State,AZ,2019-12-15,2006-04-01,23,21.0210996114322
US-AZ,State,AZ,2019-12-15,2006-05-01,17,17.736007560424
US-AZ,State,AZ,2019-12-15,2006-06-01,21,19.8007949215661
US-AZ,State,AZ,2019-12-15,2006-07-01,26,25.6996854244279
US-AZ,State,AZ,2019-12-15,2006-08-01,34,29.2997305688765
US-AZ,State,AZ,2019-12-15,2006-09-01,21,22.1630000351438
US-AZ,State,AZ,2019-12-15,2006-10-01,19,21.7377788103131
US-AZ,State,AZ,2019-12-15,2006-11-01,24,26.5414776102078
US-AZ,State,AZ,2019-12-15,2006-12-01,25,27.8710888536104
US-AZ,State,AZ,2019-12-15,2007-01-01,28,26.1660923004975
US-AZ,State,AZ,2019-12-15,2007-02-01,26,25.6515936838994
US-AZ,State,AZ,2019-12-15,2007-03-01,35,33.5826280791227
US-AZ,State,AZ,2019-12-15,2007-04-01,42,39.8846651739031
US-AZ,State,AZ,2019-12-15,2007-05-01,38,38.2347898747762
US-AZ,State,AZ,2019-12-15,2007-06-01,35,34.4455654146378
US-AZ,State,AZ,2019-12-15,2007-07-01,39,37.1777981934122
US-AZ,State,AZ,2019-12-15,2007-08-01,54,48.8197227053806
US-AZ,State,AZ,2019-12-15,2007-09-01,48,48.8081021970189
US-AZ,State,AZ,2019-12-15,2007-10-01,40,46.7169865947821
US-AZ,State,AZ,2019-12-15,2007-11-01,54,58.5845237319526
US-AZ,State,AZ,2019-12-15,2007-12-01,47,53.7207262575859
US-AZ,State,AZ,2019-12-15,2008-01-01,61,57.6408783426829
US-AZ,State,AZ,2019-12-15,2008-02-01,76,72.1717971682436
US-AZ,State,AZ,2019-12-15,2008-03-01,70,68.2250341984014
US-AZ,State,AZ,2019-12-15,2008-04-01,69,63.535286876346
US-AZ,State,AZ,2019-12-15,2008-05-01,62,64.7362073019232
US-AZ,State,AZ,2019-12-15,2008-06-01,78,74.3290074443142
US-AZ,State,AZ,2019-12-15,2008-07-01,71,69.3596590819651
US-AZ,State,AZ,2019-12-15,2008-08-01,78,69.8737804244299
US-AZ,State,AZ,2019-12-15,2008-09-01,72,75.5211037703512
US-AZ,State,AZ,2019-12-15,2008-10-01,69,76.7220952078352
US-AZ,State,AZ,2019-12-15,2008-11-01,69,77.8384567111807
US-AZ,State,AZ,2019-12-15,2008-12-01,69,78.0826669005447
US-AZ,State,AZ,2019-12-15,2009-01-01,81,77.4493480841307
US-AZ,State,AZ,2019-12-15,2009-02-01,95,89.4376499459176
US-AZ,State,AZ,2019-12-15,2009-03-01,100,95.7157050677156
US-AZ,State,AZ,2019-12-15,2009-04-01,91,84.9196798675965
US-AZ,State,AZ,2019-12-15,2009-05-01,76,78.4803643668112
US-AZ,State,AZ,2019-12-15,2009-06-01,81,78.0833133228544
US-AZ,State,AZ,2019-12-15,2009-07-01,76,73.094460704656
US-AZ,State,AZ,2019-12-15,2009-08-01,79,72.2216512414091
US-AZ,State,AZ,2019-12-15,2009-09-01,65,67.6648160090385
US-AZ,State,AZ,2019-12-15,2009-10-01,62,68.6560186405908
US-AZ,State,AZ,2019-12-15,2009-11-01,59,65.5528038491025
US-AZ,State,AZ,2019-12-15,2009-12-01,50,59.0679424894149
US-AZ,State,AZ,2019-12-15,2010-01-01,67,61.505115703895
US-AZ,State,AZ,2019-12-15,2010-02-01,67,65.6131693676596
US-AZ,State,AZ,2019-12-15,2010-03-01,77,70.4883645825156
US-AZ,State,AZ,2019-12-15,2010-04-01,60,58.728388773543
US-AZ,State,AZ,2019-12-15,2010-05-01,55,54.280641137812
US-AZ,State,AZ,2019-12-15,2010-06-01,56,56.4349560107536
US-AZ,State,AZ,2019-12-15,2010-07-01,65,59.6106006324949
US-AZ,State,AZ,2019-12-15,2010-08-01,53,50.2685751331079
US-AZ,State,AZ,2019-12-15,2010-09-01,63,65.2709176452407
US-AZ,State,AZ,2019-12-15,2010-10-01,75,80.4262646090972
US-AZ,State,AZ,2019-12-15,2010-11-01,50,57.7733005796356
US-AZ,State,AZ,2019-12-15,2010-12-01,52,59.614416987395
US-AZ,State,AZ,2019-12-15,2011-01-01,61,57.8901690169787
US-AZ,State,AZ,2019-12-15,2011-02-01,49,46.0122069675562
US-AZ,State,AZ,2019-12-15,2011-03-01,49,47.0640880500464
US-AZ,State,AZ,2019-12-15,2011-04-01,53,49.5568839499212
US-AZ,State,AZ,2019-12-15,2011-05-01,44,45.2830195419547
US-AZ,State,AZ,2019-12-15,2011-06-01,47,45.2571415973263
US-AZ,State,AZ,2019-12-15,2011-07-01,49,46.3127218130656
US-AZ,State,AZ,2019-12-15,2011-08-01,49,45.5451288068219
US-AZ,State,AZ,2019-12-15,2011-09-01,41,42.9488041821343
US-AZ,State,AZ,2019-12-15,2011-10-01,40,43.1837416691976
US-AZ,State,AZ,2019-12-15,2011-11-01,37,42.4376039690543
US-AZ,State,AZ,2019-12-15,2011-12-01,32,37.3012634895246
US-AZ,State,AZ,2019-12-15,2012-01-01,40,38.0377727617659
US-AZ,State,AZ,2019-12-15,2012-02-01,42,38.7070554663339
US-AZ,State,AZ,2019-12-15,2012-03-01,33,32.1844118363907
US-AZ,State,AZ,2019-12-15,2012-04-01,35,32.5416367682595
US-AZ,State,AZ,2019-12-15,2012-05-01,28,28.3809723226338
US-AZ,State,AZ,2019-12-15,2012-06-01,28,27.2191421170788
US-AZ,State,AZ,2019-12-15,2012-07-01,34,31.2493181657189
US-AZ,State,AZ,2019-12-15,2012-08-01,28,26.6478318358492
US-AZ,State,AZ,2019-12-15,2012-09-01,25,25.9943615929421
US-AZ,State,AZ,2019-12-15,2012-10-01,23,24.9783144194254
US-AZ,State,AZ,2019-12-15,2012-11-01,19,22.1437293066922
US-AZ,State,AZ,2019-12-15,2012-12-01,19,22.0138963026952
US-AZ,State,AZ,2019-12-15,2013-01-01,25,24.2212527235354
US-AZ,State,AZ,2019-12-15,2013-02-01,27,24.2331048973172
US-AZ,State,AZ,2019-12-15,2013-03-01,21,21.0741655290477
US-AZ,State,AZ,2019-12-15,2013-04-01,29,26.1639864662637
US-AZ,State,AZ,2019-12-15,2013-05-01,22,22.8011261247558
US-AZ,State,AZ,2019-12-15,2013-06-01,21,19.5007542250906
US-AZ,State,AZ,2019-12-15,2013-07-01,20,18.9428005969965
US-AZ,State,AZ,2019-12-15,2013-08-01,19,17.6293456592563
US-AZ,State,AZ,2019-12-15,2013-09-01,16,16.9803903689461
US-AZ,State,AZ,2019-12-15,2013-10-01,16,17.3323537941541
US-AZ,State,AZ,2019-12-15,2013-11-01,15,17.480372150483
US-AZ,State,AZ,2019-12-15,2013-12-01,14,16.5983568078309
US-AZ,State,AZ,2019-12-15,2014-01-01,16,15.0464080725464
US-AZ,State,AZ,2019-12-15,2014-02-01,17,16.0152850700684
US-AZ,State,AZ,2019-12-15,2014-03-01,17,16.0614141209662
US-AZ,State,AZ,2019-12-15,2014-04-01,14,13.4855413255318
US-AZ,State,AZ,2019-12-15,2014-05-01,15,14.7625677021057
US-AZ,State,AZ,2019-12-15,2014-06-01,16,15.0619603376062
US-AZ,State,AZ,2019-12-15,2014-07-01,14,13.0527695400837
US-AZ,State,AZ,2019-12-15,2014-08-01,14,13.0605223771015
US-AZ,State,AZ,2019-12-15,2014-09-01,12,12.6724957371249
US-AZ,State,AZ,2019-12-15,2014-10-01,12,13.1339277229052
US-AZ,State,AZ,2019-12-15,2014-11-01,12,13.9166600926543
US-AZ,State,AZ,2019-12-15,2014-12-01,11,13.2717552088671
US-AZ,State,AZ,2019-12-15,2015-01-01,13,12.0378119554469
US-AZ,State,AZ,2019-12-15,2015-02-01,13,12.4585000688722
US-AZ,State,AZ,2019-12-15,2015-03-01,15,14.0162042484721
US-AZ,State,AZ,2019-12-15,2015-04-01,13,12.7319074637604
US-AZ,State,AZ,2019-12-15,2015-05-01,14,13.6018670778553
US-AZ,State,AZ,2019-12-15,2015-06-01,15,14.0985697653213
US-AZ,State,AZ,2019-12-15,2015-07-01,14,12.8939663593314
US-AZ,State,AZ,2019-12-15,2015-08-01,15,14.1021935896419
US-AZ,State,AZ,2019-12-15,2015-09-01,13,13.5271844330143
US-AZ,State,AZ,2019-12-15,2015-10-01,10,11.1048998123638
US-AZ,State,AZ,2019-12-15,2015-11-01,9,10.3511517087901
US-AZ,State,AZ,2019-12-15,2015-12-01,9,11.0782002234817
US-AZ,State,AZ,2019-12-15,2016-01-01,13,11.7688992540606
US-AZ,State,AZ,2019-12-15,2016-02-01,12,11.7168887867519
US-AZ,State,AZ,2019-12-15,2016-03-01,14,12.9711587934698
US-AZ,State,AZ,2019-12-15,2016-04-01,11,10.9857382047851
US-AZ,State,AZ,2019-12-15,2016-05-01,11,10.5259856242059
US-AZ,State,AZ,2019-12-15,2016-06-01,12,11.3532347635611
US-AZ,State,AZ,2019-12-15,2016-07-01,12,10.8922707919513
US-AZ,State,AZ,2019-12-15,2016-08-01,10,9.42986680525719
US-AZ,State,AZ,2019-12-15,2016-09-01,9,9.42014626798084
US-AZ,State,AZ,2019-12-15,2016-10-01,10,10.9315499680185
US-AZ,State,AZ,2019-12-15,2016-11-01,9,10.5516540777799
US-AZ,State,AZ,2019-12-15,2016-12-01,8,9.63222744526371
US-AZ,State,AZ,2019-12-15,2017-01-01,11,10.224278175616
US-AZ,State,AZ,2019-12-15,2017-02-01,11,10.3567940358805
US-AZ,State,AZ,2019-12-15,2017-03-01,10,9.76554584451277
US-AZ,State,AZ,2019-12-15,2017-04-01,10,9.66934168102999
US-AZ,State,AZ,2019-12-15,2017-05-01,9,8.80702654764762
US-AZ,State,AZ,2019-12-15,2017-06-01,10,9.27751610230052
US-AZ,State,AZ,2019-12-15,2017-07-01,11,10.0638807120804
US-AZ,State,AZ,2019-12-15,2017-08-01,10,9.34439199444446
US-AZ,State,AZ,2019-12-15,2017-09-01,9,9.4415847563572
US-AZ,State,AZ,2019-12-15,2017-10-01,9,9.76108729874625
US-AZ,State,AZ,2019-12-15,2017-11-01,8,9.51398670428882
US-AZ,State,AZ,2019-12-15,2017-12-01,8,9.4596213101453
US-AZ,State,AZ,2019-12-15,2018-01-01,10,9.42815509070946
US-AZ,State,AZ,2019-12-15,2018-02-01,10,9.28324059455795
US-AZ,State,AZ,2019-12-15,2018-03-01,8,8.04066977585651
US-AZ,State,AZ,2019-12-15,2018-04-01,9,8.62250497470378
US-AZ,State,AZ,2019-12-15,2018-05-01,10,9.82560948344984
US-AZ,State,AZ,2019-12-15,2018-06-01,11,10.0624466754036
US-AZ,State,AZ,2019-12-15,2018-07-01,9,8.31723843430995
US-AZ,State,AZ,2019-12-15,2018-08-01,9,8.34023518448597
US-AZ,State,AZ,2019-12-15,2018-09-01,9,9.34717186643533
US-AZ,State,AZ,2019-12-15,2018-10-01,8,8.82864265292967
US-AZ,State,AZ,2019-12-15,2018-11-01,7,8.13368631002753
US-AZ,State,AZ,2019-12-15,2018-12-01,7,8.57405547739151
US-AZ,State,AZ,2019-12-15,2019-01-01,10,8.97442413475729
US-AZ,State,AZ,2019-12-15,2019-02-01,8,7.89498891559771
US-AZ,State,AZ,2019-12-15,2019-03-01,8,7.6021542846629
US-AZ,State,AZ,2019-12-15,2019-04-01,8,8.19589366802996
US-AZ,State,AZ,2019-12-15,2019-05-01,10,9.16369635898739
US-AZ,State,AZ,2019-12-15,2019-06-01,8,7.77978083574448
US-AZ,State,AZ,2019-12-15,2019-07-01,10,8.81872538401949
US-AZ,State,AZ,2019-12-15,2019-08-01,10,9.46618380114511
US-AZ,State,AZ,2019-12-15,2019-09-01,8,8.1924445546566
US-AZ,State,AZ,2019-12-15,2019-10-01,7,7.78157726634205
US-AZ,State,AZ,2019-12-15,2019-11-01,7,8.15653352276229
US-CA-803,City,Los.Angeles,2019-12-15,2004-02-01,28,27.0768434247978
US-CA-803,City,Los.Angeles,2019-12-15,2004-03-01,42,37.520933182363
US-CA-803,City,Los.Angeles,2019-12-15,2004-04-01,35,32.8867004207369
US-CA-803,City,Los.Angeles,2019-12-15,2004-05-01,21,20.1949143086656
